TransactionID,SellerID,SellerAsset,SellerAmount,BuyerID,BuyerAsset,BuyerAmount,TransactionStatus,OrderStartDate,OrderEndDate,Output
4733,22,crc_RON,300000.0,2,crc_USD,2013422.0,accepted,2015-04-06,2015-05-03,False
4734,20,asst_buildings,5.0,11,crc_EUR,600000.0, rejected_by_seller,2015-09-11,2015-09-19,False
4735,23,asst_machines,2.0,17,asst_stock,3.0,accepted,2010-12-24,2011-01-14,True
4736,16,asst_stock,1.0,22,asst_stock,4.0,accepted,2011-02-28,2011-03-13,True
4737,19,asst_factory,1.0,4,crc_USD,1900000.0, accepted,2016-11-11,2016-11-27,False
4738,11,asst_products,5.0,16,crc_USD,1200000.0, accepted,2011-11-02,2011-11-16,True
4739,8,asst_buildings,2.0,24,asst_factory,1.0,accepted,2011-01-29,2011-02-07,False
4740,25,crc_EUR,2000000.0,2,asst_buildings,1.0,accepted,2011-10-29,2011-11-10,False
4741,24,crc_USD,800000.0,22,crc_RON,231200.0,rejected_by_seller,2015-01-14,2015-02-01,False
4742,13,asst_department,1.0,24,asst_department,1.0,accepted,2016-09-27,2016-10-22,False
4743,24,asst_products,4.0,11,asst_department,3.0,accepted,2015-02-14,2015-03-13,False
4744,16,crc_USD,1800000.0,25,crc_EUR,715178.0,accepted,2014-06-30,2014-07-08,True
4745,14,asst_department,3.0,21,asst_department,1.0,accepted,2016-06-04,2016-07-03,True
4746,7,asst_factory,2.0,17,crc_EUR,1000000.0, rejected_by_buyer,2014-08-25,2014-08-30,False
4747,24,asst_buildings,2.0,19,asst_department,4.0,accepted,2010-02-23,2010-03-09,False
4748,23,asst_products,4.0,4,asst_machines,1.0,rejected_by_buyer,2010-06-30,2010-07-22,False
4749,3,asst_department,5.0,12,asst_department,3.0,accepted,2011-11-07,2011-11-17,False
4750,9,asst_products,3.0,18,asst_department,5.0,accepted,2013-03-22,2013-04-15,False
4751,18,crc_USD,1700000.0,1,asst_stock,1.0,rejected_by_buyer,2015-08-30,2015-09-07,False
4752,16,crc_RON,1500000.0,21,crc_USD,7537688.0,accepted,2013-06-05,2013-06-24,True
4753,18,asst_products,4.0,12,crc_RON,1800000.0, accepted,2015-07-05,2015-07-24,False
4754,26,asst_products,5.0,24,asst_buildings,3.0,accepted,2010-11-19,2010-12-12,False
4755,10,crc_EUR,1400000.0,13,asst_machines,4.0,accepted,2012-04-24,2012-05-13,False
4756,24,asst_products,1.0,19,asst_machines,2.0,accepted,2010-10-15,2010-11-07,False
4757,22,asst_factory,2.0,14,asst_department,2.0,rejected_by_buyer,2012-07-27,2012-08-22,True
4758,21,asst_machines,4.0,13,asst_products,5.0,accepted,2012-02-14,2012-03-08,False
4759,23,asst_department,5.0,19,asst_factory,5.0,accepted,2010-08-07,2010-08-12,True
4760,17,crc_EUR,700000.0,20,crc_USD,83299.0,accepted,2014-12-11,2014-12-17,False
4761,4,asst_buildings,4.0,9,asst_department,3.0,accepted,2012-10-13,2012-11-08,True
4762,26,asst_stock,1.0,17,asst_products,1.0,accepted,2010-05-28,2010-06-21,True
4763,2,asst_factory,1.0,18,asst_buildings,3.0,rejected_by_buyer,2011-11-08,2011-11-23,False
4764,24,asst_factory,4.0,4,asst_buildings,4.0,accepted,2012-09-19,2012-09-29,False
4765,19,crc_EUR,1400000.0,21,asst_department,2.0,rejected_by_buyer,2012-06-21,2012-07-07,True
4766,7,asst_stock,1.0,11,crc_USD,1900000.0, accepted,2014-09-29,2014-10-08,False
4767,4,asst_products,4.0,19,crc_USD,500000.0, accepted,2014-10-22,2014-10-26,True
4768,8,asst_stock,1.0,7,asst_factory,5.0,accepted,2012-11-24,2012-12-04,False
4769,10,crc_USD,1600000.0,20,crc_RON,478399.0,rejected_by_buyer,2011-12-29,2012-01-15,False
4770,18,crc_USD,500000.0,16,asst_products,1.0,accepted,2012-04-29,2012-05-23,False
4771,2,crc_RON,200000.0,4,asst_department,2.0,accepted,2013-05-12,2013-06-09,False
4772,14,crc_EUR,1200000.0,17,asst_factory,1.0,rejected_by_buyer,2014-04-07,2014-04-23,True
4773,25,asst_buildings,3.0,2,crc_RON,300000.0, accepted,2011-02-19,2011-03-17,False
4774,4,asst_buildings,4.0,10,asst_department,1.0,accepted,2011-01-24,2011-02-18,False
4775,1,asst_department,4.0,22,crc_RON,600000.0, accepted,2013-09-20,2013-10-08,True
4776,13,crc_EUR,1500000.0,18,asst_products,4.0,accepted,2011-10-01,2011-10-06,False
4777,13,crc_EUR,900000.0,17,asst_machines,3.0,accepted,2010-08-05,2010-08-07,False
4778,6,crc_USD,1100000.0,5,asst_stock,3.0,accepted,2014-06-05,2014-06-30,False
4779,9,asst_stock,3.0,14,crc_RON,1800000.0, accepted,2012-12-11,2012-12-17,True
4780,10,asst_buildings,1.0,24,asst_products,3.0,rejected_by_seller,2011-08-26,2011-09-24,False
4781,19,crc_USD,300000.0,14,asst_products,5.0,accepted,2015-05-13,2015-06-01,True
4782,13,asst_machines,3.0,3,asst_buildings,2.0,accepted,2010-04-09,2010-04-14,False
4783,19,crc_EUR,1900000.0,11,asst_machines,1.0,accepted,2013-06-26,2013-07-05,True
4784,12,asst_factory,3.0,14,crc_USD,1500000.0, accepted,2012-11-02,2012-11-15,True
4785,14,crc_RON,1200000.0,19,crc_USD,4013377.0,accepted,2011-05-03,2011-05-12,True
4786,14,crc_USD,100000.0,16,asst_machines,4.0,accepted,2011-06-01,2011-06-06,True
4787,18,asst_buildings,3.0,16,asst_department,1.0,accepted,2012-03-11,2012-04-08,True
4788,4,asst_department,4.0,16,asst_products,4.0,accepted,2012-10-08,2012-10-28,True
4789,26,asst_stock,1.0,9,asst_stock,3.0,rejected_by_buyer,2014-02-02,2014-02-11,True
4790,8,asst_stock,4.0,1,asst_buildings,1.0,accepted,2015-04-18,2015-05-07,True
4791,14,asst_products,4.0,25,crc_RON,1900000.0, rejected_by_seller,2010-11-14,2010-11-30,True
4792,16,asst_factory,2.0,15,asst_factory,5.0,rejected_by_seller,2011-03-11,2011-03-14,True
4793,16,asst_stock,2.0,3,asst_products,2.0,accepted,2016-10-16,2016-11-03,True
4794,14,asst_stock,3.0,10,crc_USD,200000.0, rejected_by_buyer,2016-10-22,2016-10-30,False
4795,13,asst_factory,4.0,10,crc_RON,400000.0, accepted,2013-09-20,2013-10-14,False
4796,8,asst_products,3.0,14,asst_machines,3.0,rejected_by_buyer,2010-06-11,2010-06-23,True
4797,14,asst_machines,4.0,2,crc_USD,200000.0, accepted,2014-03-07,2014-03-09,False
4798,7,crc_EUR,400000.0,3,asst_products,5.0,accepted,2015-02-25,2015-03-23,False
4799,7,asst_products,1.0,11,asst_machines,3.0,rejected_by_seller,2014-10-27,2014-11-18,False
4800,26,asst_stock,4.0,20,crc_EUR,1700000.0, accepted,2012-12-13,2012-12-30,True
4801,6,crc_RON,200000.0,2,crc_USD,2247191.0,accepted,2013-11-08,2013-11-28,False
4802,26,crc_EUR,800000.0,5,asst_factory,4.0,accepted,2015-12-04,2015-12-31,False
4803,24,crc_USD,1800000.0,4,asst_buildings,4.0,accepted,2010-02-26,2010-03-02,False
4804,25,asst_factory,4.0,1,asst_products,2.0,accepted,2015-11-12,2015-11-27,True
4805,18,asst_buildings,5.0,6,asst_products,2.0,accepted,2015-04-08,2015-04-15,False
4806,15,asst_buildings,5.0,23,asst_products,2.0,rejected_by_seller,2011-04-20,2011-05-03,True
4807,23,asst_buildings,4.0,9,crc_RON,300000.0, accepted,2012-04-16,2012-05-13,True
4808,3,asst_buildings,5.0,12,asst_factory,1.0,accepted,2016-08-26,2016-09-12,True
4809,17,asst_stock,3.0,21,asst_factory,4.0,rejected_by_seller,2015-04-11,2015-04-17,True
4810,2,crc_EUR,1100000.0,22,crc_RON,92399.0,accepted,2011-07-23,2011-07-28,False
4811,17,asst_products,4.0,21,asst_factory,2.0,accepted,2014-02-14,2014-02-27,True
4812,12,asst_products,2.0,10,asst_stock,3.0,accepted,2012-09-23,2012-09-26,False
4813,17,asst_products,5.0,19,asst_buildings,1.0,accepted,2013-04-30,2013-05-28,True
4814,15,asst_stock,1.0,24,asst_factory,5.0,accepted,2013-08-25,2013-09-16,False
4815,17,asst_buildings,3.0,16,asst_stock,5.0,accepted,2016-03-06,2016-03-25,True
4816,16,asst_department,5.0,14,crc_EUR,1900000.0, accepted,2012-12-16,2012-12-24,True
4817,3,asst_stock,4.0,16,crc_RON,800000.0, accepted,2013-08-13,2013-08-25,True
4818,4,asst_products,2.0,15,crc_USD,700000.0, rejected_by_buyer,2011-06-11,2011-06-23,True
4819,22,asst_products,5.0,8,asst_machines,5.0,rejected_by_seller,2016-11-09,2016-12-04,True
4820,4,asst_department,5.0,10,asst_machines,1.0,accepted,2012-05-26,2012-06-01,False
4821,17,asst_factory,2.0,25,asst_factory,5.0,accepted,2012-07-23,2012-08-18,True
4822,2,crc_EUR,1100000.0,21,crc_RON,367400.0,rejected_by_seller,2010-07-12,2010-07-18,False
4823,21,asst_stock,3.0,1,asst_stock,3.0,accepted,2016-08-16,2016-08-20,True
4824,16,asst_buildings,1.0,21,asst_department,3.0,accepted,2012-11-18,2012-12-15,True
4825,7,crc_EUR,600000.0,1,asst_machines,5.0,accepted,2015-01-23,2015-01-30,False
4826,24,asst_factory,5.0,2,asst_buildings,4.0,accepted,2015-06-16,2015-06-24,False
4827,4,asst_buildings,2.0,18,asst_department,2.0,accepted,2016-09-03,2016-09-20,True
4828,5,asst_machines,5.0,8,crc_RON,800000.0, accepted,2014-03-27,2014-04-11,False
4829,5,asst_department,3.0,9,asst_buildings,3.0,accepted,2011-05-08,2011-05-18,False
4830,19,asst_department,4.0,2,asst_products,1.0,accepted,2011-11-30,2011-12-15,False
4831,23,crc_USD,800000.0,6,asst_stock,3.0,rejected_by_buyer,2013-01-04,2013-01-18,False
4832,18,asst_products,4.0,11,crc_RON,300000.0, accepted,2012-07-16,2012-07-22,True
4833,23,asst_stock,1.0,15,asst_factory,1.0,accepted,2014-10-05,2014-11-01,True
4834,23,asst_factory,1.0,25,crc_USD,400000.0, accepted,2014-07-22,2014-08-10,True
4835,22,crc_EUR,1600000.0,17,asst_buildings,4.0,accepted,2015-07-02,2015-07-15,True
4836,16,crc_USD,1300000.0,3,crc_RON,102700.0,accepted,2010-10-01,2010-10-15,True
4837,10,crc_EUR,1200000.0,19,crc_USD,130799.0,rejected_by_buyer,2014-03-23,2014-03-30,False
4838,26,asst_buildings,3.0,22,crc_RON,1000000.0, accepted,2015-08-02,2015-08-16,True
4839,26,crc_RON,1200000.0,24,asst_products,3.0,accepted,2010-05-19,2010-05-25,False
4840,26,crc_EUR,1900000.0,18,asst_buildings,1.0,accepted,2014-06-15,2014-06-23,True
4841,19,crc_EUR,900000.0,18,crc_RON,156599.0,accepted,2014-07-09,2014-07-21,True
4842,5,crc_USD,800000.0,17,asst_machines,1.0,accepted,2010-12-11,2010-12-24,False
4843,9,asst_department,4.0,26,crc_USD,1400000.0, accepted,2016-10-14,2016-11-10,True
4844,10,crc_EUR,200000.0,22,asst_factory,5.0,accepted,2014-01-07,2014-02-02,False
4845,13,asst_products,3.0,4,asst_factory,1.0,accepted,2013-03-04,2013-03-08,False
4846,23,crc_USD,1300000.0,6,asst_department,2.0,rejected_by_buyer,2015-11-20,2015-11-22,False
4847,24,asst_products,3.0,20,crc_RON,100000.0, accepted,2010-06-30,2010-07-15,False
4848,10,asst_machines,5.0,20,asst_products,2.0,accepted,2010-05-01,2010-05-08,False
4849,21,asst_stock,2.0,11,asst_stock,1.0,rejected_by_buyer,2012-03-17,2012-04-08,True
4850,10,asst_products,2.0,23,asst_buildings,5.0,rejected_by_buyer,2014-10-22,2014-11-17,False
4851,12,crc_EUR,1500000.0,10,asst_products,5.0,rejected_by_buyer,2011-08-14,2011-09-11,False
4852,22,asst_machines,1.0,15,asst_factory,3.0,accepted,2016-07-16,2016-07-23,True
4853,3,asst_department,1.0,15,asst_products,3.0,accepted,2015-11-16,2015-11-28,True
4854,19,crc_RON,1000000.0,12,asst_stock,5.0,accepted,2014-06-16,2014-07-07,True
4855,17,crc_EUR,800000.0,19,asst_products,4.0,accepted,2011-07-13,2011-08-06,True
4856,3,asst_stock,4.0,23,asst_buildings,5.0,accepted,2014-05-30,2014-06-14,True
4857,16,asst_buildings,3.0,8,asst_products,5.0,accepted,2012-07-13,2012-07-19,True
4858,18,crc_RON,1700000.0,1,asst_factory,1.0,accepted,2011-03-04,2011-03-18,True
4859,26,crc_EUR,1500000.0,3,asst_machines,5.0,accepted,2011-01-08,2011-01-21,True
4860,9,asst_buildings,3.0,4,asst_department,4.0,rejected_by_seller,2011-01-08,2011-01-11,True
4861,1,asst_factory,2.0,3,asst_department,4.0,accepted,2015-01-25,2015-02-01,True
4862,12,asst_products,4.0,7,asst_department,2.0,rejected_by_buyer,2015-05-15,2015-06-03,False
4863,14,crc_EUR,1000000.0,21,asst_machines,1.0,accepted,2014-11-10,2014-12-07,True
4864,26,asst_department,3.0,4,crc_USD,1900000.0, accepted,2016-06-11,2016-06-27,True
4865,9,crc_RON,800000.0,24,crc_EUR,9523809.0,accepted,2011-01-24,2011-01-29,False
4866,2,crc_USD,1600000.0,24,crc_RON,190399.0,accepted,2012-11-04,2012-11-27,False
4867,16,asst_buildings,4.0,26,crc_EUR,1700000.0, accepted,2010-07-13,2010-08-06,True
4868,3,crc_RON,400000.0,24,asst_buildings,5.0,accepted,2014-08-28,2014-08-31,False
4869,17,crc_EUR,200000.0,21,crc_RON,24799.0,rejected_by_seller,2012-02-03,2012-02-23,True
4870,17,crc_EUR,400000.0,18,asst_machines,2.0,accepted,2012-10-04,2012-10-15,True
4871,1,asst_machines,1.0,24,asst_factory,4.0,accepted,2010-04-17,2010-05-11,False
4872,25,asst_factory,3.0,15,crc_USD,1700000.0, accepted,2016-08-07,2016-08-24,True
4873,11,asst_machines,3.0,16,asst_department,2.0,rejected_by_seller,2014-10-10,2014-10-21,True
4874,16,asst_machines,1.0,21,asst_factory,3.0,rejected_by_seller,2010-05-07,2010-06-04,True
4875,24,crc_RON,700000.0,14,asst_factory,2.0,accepted,2016-11-24,2016-12-22,False
4876,14,asst_products,2.0,13,asst_department,1.0,accepted,2011-03-30,2011-04-06,False
4877,1,crc_EUR,800000.0,14,asst_products,4.0,accepted,2010-03-14,2010-04-01,True
4878,18,asst_stock,4.0,19,asst_buildings,5.0,rejected_by_buyer,2013-09-07,2013-09-22,True
4879,19,asst_buildings,1.0,3,asst_buildings,2.0,accepted,2013-09-29,2013-10-02,True
4880,7,asst_factory,3.0,26,asst_products,2.0,accepted,2014-03-09,2014-04-03,False
4881,10,crc_EUR,700000.0,18,crc_USD,174299.0,accepted,2011-07-11,2011-07-22,False
4882,12,asst_department,1.0,21,asst_stock,3.0,rejected_by_seller,2012-06-01,2012-06-12,True
4883,9,crc_EUR,1900000.0,6,asst_machines,5.0,accepted,2016-07-08,2016-07-24,False
4884,11,crc_RON,700000.0,18,asst_factory,2.0,rejected_by_seller,2014-01-05,2014-01-15,True
4885,16,asst_stock,2.0,17,asst_department,1.0,accepted,2010-04-05,2010-04-09,True
4886,26,asst_buildings,1.0,8,crc_EUR,1200000.0, accepted,2015-02-18,2015-03-13,True
4887,3,asst_machines,5.0,22,asst_department,5.0,accepted,2013-06-29,2013-07-27,True
4888,22,crc_RON,100000.0,17,asst_factory,5.0,accepted,2016-12-25,2017-01-23,True
4889,19,asst_buildings,4.0,26,crc_USD,700000.0, accepted,2013-03-01,2013-03-14,True
4890,22,asst_department,2.0,15,asst_buildings,1.0,accepted,2015-04-04,2015-04-22,True
4891,16,asst_products,5.0,13,asst_machines,5.0,accepted,2010-11-20,2010-12-19,False
4892,14,asst_factory,1.0,17,asst_buildings,3.0,accepted,2014-09-16,2014-10-02,True
4893,15,asst_products,3.0,4,asst_stock,3.0,rejected_by_seller,2011-01-06,2011-01-25,True
4894,21,asst_factory,4.0,2,asst_products,5.0,accepted,2015-04-03,2015-04-03,False
4895,5,asst_factory,2.0,21,crc_USD,1000000.0, accepted,2014-08-22,2014-09-02,False
4896,16,asst_stock,2.0,15,crc_RON,1600000.0, accepted,2011-07-17,2011-08-06,True
4897,14,asst_buildings,1.0,8,asst_factory,4.0,accepted,2015-08-07,2015-09-05,True
4898,3,asst_stock,1.0,6,crc_USD,1800000.0, accepted,2011-11-20,2011-12-15,False
4899,12,asst_department,4.0,23,crc_RON,1600000.0, rejected_by_seller,2015-03-11,2015-03-25,True
4900,11,asst_stock,3.0,13,crc_EUR,1000000.0, accepted,2015-04-23,2015-04-25,False
4901,15,crc_EUR,300000.0,17,asst_stock,3.0,rejected_by_buyer,2011-11-05,2011-11-26,True
4902,25,crc_USD,1500000.0,12,crc_RON,373499.0,accepted,2014-02-06,2014-02-20,True
4903,12,asst_factory,2.0,24,asst_machines,2.0,rejected_by_buyer,2013-06-13,2013-06-27,False
4904,11,asst_buildings,1.0,18,asst_buildings,3.0,accepted,2010-03-30,2010-04-18,True
4905,17,crc_RON,1500000.0,18,crc_EUR,5102040.0,accepted,2010-03-15,2010-03-22,True
